Dream,Title,Sentiment,Sentiment_Score,Emotion,Word_Count,Season,Dominant_Activity,Cluster,Cluster_Name,Lucid,Date,Symbols,Anxiety_Category
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.93,Fear,25,Winter,Falling,3,Flight & Escape,No,2025-10-10,"falling, building, skyscraper, heights",Loss of Control
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.89,Fear,21,Fall,Running,0,Performance Anxiety,No,2025-10-10,"trains, car, brakes, mountain, speed",Career Uncertainty
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.94,Joy,18,Spring,Talking,2,Relational Connection,No,2025-10-10,"garden, family, partners, talking, flowers",Relationship Instability
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.75,Fear,18,Summer,Running,0,Performance Anxiety,No,2025-10-10,"trains, car, brakes, mountain, speed",Career Uncertainty
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Neutral,0.24,Neutral,21,Winter,Flying,3,Flight & Escape,No,2025-10-10,"flying, ocean, water, sky",Identity Transformation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.52,Fear,18,Fall,Running,0,Performance Anxiety,No,2025-10-10,"monster, forest, chased, running, shadow",Loss of Control
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.63,Joy,16,Winter,Flying,3,Flight & Escape,No,2025-10-10,"flying, ocean, water, sky",Identity Transformation
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.79,Fear,25,Summer,Falling,3,Flight & Escape,No,2025-10-10,"falling, building, skyscraper, heights",Loss of Control
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.64,Fear,20,Summer,Falling,3,Flight & Escape,No,2025-10-10,"falling, building, skyscraper, heights",Loss of Control
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.62,Sadness,15,Spring,Observing,1,Existential Transformation,No,2025-10-10,"room, crying, lost, death, empty",Social Isolation
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.46,Fear,14,Winter,Running,0,Performance Anxiety,No,2025-10-10,"trains, car, brakes, mountain, speed",Career Uncertainty
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.95,Joy,12,Winter,Flying,3,Flight & Escape,Yes,2025-10-10,"flying, ocean, water, sky",Identity Transformation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.48,Joy,17,Winter,Flying,3,Flight & Escape,No,2025-10-10,"flying, ocean, water, sky",Identity Transformation
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.48,Surprise,23,Spring,Talking,2,Relational Connection,Yes,2025-10-10,"coffee, talking, celebrity, friend",Social Isolation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.46,Joy,17,Summer,Flying,3,Flight & Escape,No,2025-10-10,"flying, ocean, water, sky",Identity Transformation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.23,Fear,22,Summer,Running,0,Performance Anxiety,No,2025-10-10,"monster, forest, chased, running, shadow",Loss of Control
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.2,Fear,18,Fall,Observing,0,Performance Anxiety,No,2025-10-10,"exams, schools, test, classroom",Academic Pressure
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.69,Fear,18,Winter,Running,0,Performance Anxiety,No,2025-10-10,"trains, car, brakes, mountain, speed",Career Uncertainty
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.98,Joy,17,Winter,Flying,3,Flight & Escape,Yes,2025-10-10,"flying, ocean, water, sky",Identity Transformation
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Negative,-0.35,Fear,19,Spring,Talking,2,Relational Connection,No,2025-10-10,"garden, family, partners, talking, flowers",Relationship Instability
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.28,Fear,24,Winter,Running,0,Performance Anxiety,No,2025-10-10,"monster, forest, chased, running, shadow",Loss of Control
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.22,Fear,20,Summer,Observing,1,Existential Transformation,No,2025-10-10,"teeth, falling, mirror, body",Identity Transformation
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.5,Anger,16,Fall,Running,0,Performance Anxiety,Yes,2025-10-10,"exam, schools, maze, late, corridors",Career Uncertainty
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.86,Anger,23,Spring,Running,0,Performance Anxiety,No,2025-10-10,"exam, schools, maze, late, corridors",Career Uncertainty
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.36,Fear,16,Winter,Running,0,Performance Anxiety,Yes,2025-10-11,"trains, car, brakes, mountain, speed",Career Uncertainty
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.84,Fear,27,Winter,Running,0,Performance Anxiety,No,2025-10-11,"monster, forest, chased, running, shadow",Loss of Control
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.94,Anger,18,Spring,Observing,1,Existential Transformation,No,2025-10-11,"teeth, falling, mirror, body",Identity Transformation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.7,Surprise,17,Fall,Flying,3,Flight & Escape,No,2025-10-11,"flying, ocean, water, sky",Identity Transformation
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.66,Sadness,19,Fall,Observing,1,Existential Transformation,No,2025-10-11,"teeth, falling, mirror, body",Identity Transformation
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.32,Sadness,24,Summer,Running,0,Performance Anxiety,No,2025-10-11,"trains, car, brakes, mountain, speed",Career Uncertainty
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.28,Sadness,20,Winter,Observing,1,Existential Transformation,No,2025-10-11,"room, crying, lost, death, empty",Social Isolation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.63,Joy,13,Fall,Flying,3,Flight & Escape,No,2025-10-11,"flying, ocean, water, sky",Identity Transformation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.77,Joy,13,Summer,Flying,3,Flight & Escape,Yes,2025-10-11,"flying, ocean, water, sky",Identity Transformation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.84,Joy,12,Fall,Flying,3,Flight & Escape,No,2025-10-11,"flying, ocean, water, sky",Identity Transformation
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.17,Fear,25,Spring,Observing,1,Existential Transformation,No,2025-10-11,"teeth, falling, mirror, body",Identity Transformation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.58,Fear,19,Spring,Running,0,Performance Anxiety,Yes,2025-10-11,"monster, forest, chased, running, shadow",Loss of Control
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.52,Anger,16,Fall,Running,0,Performance Anxiety,Yes,2025-10-11,"exam, schools, maze, late, corridors",Career Uncertainty
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.71,Fear,20,Fall,Running,0,Performance Anxiety,No,2025-10-11,"monster, forest, chased, running, shadow",Loss of Control
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.77,Anger,19,Winter,Running,0,Performance Anxiety,No,2025-10-11,"exam, schools, maze, late, corridors",Career Uncertainty
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.54,Anger,24,Winter,Running,0,Performance Anxiety,No,2025-10-11,"exam, schools, maze, late, corridors",Career Uncertainty
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.3,Fear,25,Fall,Observing,0,Performance Anxiety,No,2025-10-11,"exams, schools, test, classroom",Academic Pressure
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.89,Joy,25,Spring,Talking,2,Relational Connection,No,2025-10-11,"garden, family, partners, talking, flowers",Relationship Instability
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.81,Joy,15,Spring,Flying,3,Flight & Escape,No,2025-10-11,"flying, ocean, water, sky",Identity Transformation
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.17,Anger,23,Spring,Falling,3,Flight & Escape,No,2025-10-11,"falling, building, skyscraper, heights",Loss of Control
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Neutral,0.0,Neutral,16,Fall,Falling,3,Flight & Escape,No,2025-10-11,"falling, building, skyscraper, heights",Loss of Control
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.49,Anger,22,Fall,Running,0,Performance Anxiety,No,2025-10-11,"exam, schools, maze, late, corridors",Career Uncertainty
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.17,Sadness,16,Winter,Observing,1,Existential Transformation,No,2025-10-11,"room, crying, lost, death, empty",Social Isolation
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.82,Surprise,16,Fall,Talking,2,Relational Connection,No,2025-10-11,"coffee, talking, celebrity, friend",Social Isolation
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.26,Fear,24,Winter,Observing,1,Existential Transformation,No,2025-10-11,"teeth, falling, mirror, body",Identity Transformation
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.63,Anger,15,Winter,Running,0,Performance Anxiety,No,2025-10-11,"exam, schools, maze, late, corridors",Career Uncertainty
